Source,Target,Type,Id,Label,timeset,Weight,END1,TIE-MODE,END2,LABEL-COLOR,THICKNESS,SHAPE,BREED,COLOR,HIDDEN?
urban 760,urban 3508,Undirected,230,,,1,(urban 760),none,(urban 3508),9.9,0,default,urbanangrycollectives,0,true
urban 1563,urban 2282,Undirected,231,,,1,(urban 1563),none,(urban 2282),9.9,0,default,urbanangrycollectives,0,true
urban 504,urban 4544,Undirected,232,,,1,(urban 504),none,(urban 4544),9.9,0,default,urbanangrycollectives,0,true
urban 715,urban 3095,Undirected,233,,,1,(urban 715),none,(urban 3095),9.9,0,default,urbanangrycollectives,0,true
urban 5413,urban 5501,Undirected,234,,,1,(urban 5413),none,(urban 5501),9.9,0,default,urbanangrycollectives,0,true
urban 315,urban 1112,Undirected,235,,,1,(urban 315),none,(urban 1112),9.9,0,default,urbanangrycollectives,0,true
urban 2674,urban 5736,Undirected,236,,,1,(urban 2674),none,(urban 5736),9.9,0,default,urbanangrycollectives,0,true
urban 2860,urban 4177,Undirected,237,,,1,(urban 2860),none,(urban 4177),9.9,0,default,urbanangrycollectives,0,true
urban 2579,urban 5830,Undirected,238,,,1,(urban 2579),none,(urban 5830),9.9,0,default,urbanangrycollectives,0,true
urban 2431,urban 3202,Undirected,239,,,1,(urban 2431),none,(urban 3202),9.9,0,default,urbanangrycollectives,0,true
urban 1452,urban 6278,Undirected,240,,,1,(urban 1452),none,(urban 6278),9.9,0,default,urbanangrycollectives,0,true
urban 248,urban 2651,Undirected,241,,,1,(urban 248),none,(urban 2651),9.9,0,default,urbanangrycollectives,0,true
urban 844,urban 1664,Undirected,242,,,1,(urban 844),none,(urban 1664),9.9,0,default,urbanangrycollectives,0,true
urban 376,urban 2658,Undirected,243,,,1,(urban 376),none,(urban 2658),9.9,0,default,urbanangrycollectives,0,true
urban 5334,urban 5714,Undirected,244,,,1,(urban 5334),none,(urban 5714),9.9,0,default,urbanangrycollectives,0,true
urban 3280,urban 3345,Undirected,245,,,1,(urban 3280),none,(urban 3345),9.9,0,default,urbanangrycollectives,0,true
urban 3672,urban 4751,Undirected,246,,,1,(urban 3672),none,(urban 4751),9.9,0,default,urbanangrycollectives,0,true
urban 1188,urban 5148,Undirected,247,,,1,(urban 1188),none,(urban 5148),9.9,0,default,urbanangrycollectives,0,true
urban 553,urban 1845,Undirected,248,,,1,(urban 553),none,(urban 1845),9.9,0,default,urbanangrycollectives,0,true
urban 632,urban 965,Undirected,249,,,1,(urban 632),none,(urban 965),9.9,0,default,urbanangrycollectives,0,true
urban 4820,urban 5273,Undirected,250,,,1,(urban 4820),none,(urban 5273),9.9,0,default,urbanangrycollectives,0,true
urban 1331,urban 4832,Undirected,251,,,1,(urban 1331),none,(urban 4832),9.9,0,default,urbanangrycollectives,0,true
urban 989,urban 2767,Undirected,252,,,1,(urban 989),none,(urban 2767),9.9,0,default,urbanangrycollectives,0,true
urban 1621,urban 6112,Undirected,253,,,1,(urban 1621),none,(urban 6112),9.9,0,default,urbanangrycollectives,0,true
urban 3819,urban 3883,Undirected,254,,,1,(urban 3819),none,(urban 3883),9.9,0,default,urbanangrycollectives,0,true
urban 3654,urban 5097,Undirected,255,,,1,(urban 3654),none,(urban 5097),9.9,0,default,urbanangrycollectives,0,true
urban 1042,urban 2259,Undirected,256,,,1,(urban 1042),none,(urban 2259),9.9,0,default,urbanangrycollectives,0,true
urban 3420,urban 6337,Undirected,257,,,1,(urban 3420),none,(urban 6337),9.9,0,default,urbanangrycollectives,0,true
urban 3242,urban 5403,Undirected,258,,,1,(urban 3242),none,(urban 5403),9.9,0,default,urbanangrycollectives,0,true
urban 1169,urban 2445,Undirected,259,,,1,(urban 1169),none,(urban 2445),9.9,0,default,urbanangrycollectives,0,true
urban 3288,urban 3885,Undirected,260,,,1,(urban 3288),none,(urban 3885),9.9,0,default,urbanangrycollectives,0,true
urban 3555,urban 5623,Undirected,261,,,1,(urban 3555),none,(urban 5623),9.9,0,default,urbanangrycollectives,0,true
urban 2752,urban 6221,Undirected,262,,,1,(urban 2752),none,(urban 6221),9.9,0,default,urbanangrycollectives,0,true
urban 5436,urban 5771,Undirected,263,,,1,(urban 5436),none,(urban 5771),9.9,0,default,urbanangrycollectives,0,true
urban 417,urban 3781,Undirected,264,,,1,(urban 417),none,(urban 3781),9.9,0,default,urbanangrycollectives,0,true
urban 2721,urban 5656,Undirected,265,,,1,(urban 2721),none,(urban 5656),9.9,0,default,urbanangrycollectives,0,true
urban 966,urban 3754,Undirected,266,,,1,(urban 966),none,(urban 3754),9.9,0,default,urbanangrycollectives,0,true
urban 1369,urban 2782,Undirected,267,,,1,(urban 1369),none,(urban 2782),9.9,0,default,urbanangrycollectives,0,true
urban 3924,urban 5848,Undirected,268,,,1,(urban 3924),none,(urban 5848),9.9,0,default,urbanangrycollectives,0,true
urban 799,urban 5146,Undirected,269,,,1,(urban 799),none,(urban 5146),9.9,0,default,urbanangrycollectives,0,true
urban 216,urban 1837,Undirected,270,,,1,(urban 216),none,(urban 1837),9.9,0,default,urbanangrycollectives,0,true
urban 1494,urban 5369,Undirected,271,,,1,(urban 1494),none,(urban 5369),9.9,0,default,urbanangrycollectives,0,true
urban 644,urban 5769,Undirected,272,,,1,(urban 644),none,(urban 5769),9.9,0,default,urbanangrycollectives,0,true
urban 2211,urban 4401,Undirected,273,,,1,(urban 2211),none,(urban 4401),9.9,0,default,urbanangrycollectives,0,true
urban 525,urban 2473,Undirected,274,,,1,(urban 525),none,(urban 2473),9.9,0,default,urbanangrycollectives,0,true
urban 2914,urban 5368,Undirected,275,,,1,(urban 2914),none,(urban 5368),9.9,0,default,urbanangrycollectives,0,true
urban 526,urban 1171,Undirected,276,,,1,(urban 526),none,(urban 1171),9.9,0,default,urbanangrycollectives,0,true
urban 426,urban 2064,Undirected,277,,,1,(urban 426),none,(urban 2064),9.9,0,default,urbanangrycollectives,0,true
urban 373,urban 5195,Undirected,278,,,1,(urban 373),none,(urban 5195),9.9,0,default,urbanangrycollectives,0,true
urban 1547,urban 5035,Undirected,279,,,1,(urban 1547),none,(urban 5035),9.9,0,default,urbanangrycollectives,0,true
urban 1134,urban 3763,Undirected,280,,,1,(urban 1134),none,(urban 3763),9.9,0,default,urbanangrycollectives,0,true
urban 5617,urban 6265,Undirected,281,,,1,(urban 5617),none,(urban 6265),9.9,0,default,urbanangrycollectives,0,true
urban 3402,urban 5172,Undirected,282,,,1,(urban 3402),none,(urban 5172),9.9,0,default,urbanangrycollectives,0,true
urban 3136,urban 3753,Undirected,283,,,1,(urban 3136),none,(urban 3753),9.9,0,default,urbanangrycollectives,0,true
urban 151,urban 1409,Undirected,284,,,1,(urban 151),none,(urban 1409),9.9,0,default,urbanangrycollectives,0,true
urban 3554,urban 4035,Undirected,285,,,1,(urban 3554),none,(urban 4035),9.9,0,default,urbanangrycollectives,0,true
urban 3313,urban 3661,Undirected,286,,,1,(urban 3313),none,(urban 3661),9.9,0,default,urbanangrycollectives,0,true
urban 290,urban 1792,Undirected,287,,,1,(urban 290),none,(urban 1792),9.9,0,default,urbanangrycollectives,0,true
urban 1122,urban 5756,Undirected,288,,,1,(urban 1122),none,(urban 5756),9.9,0,default,urbanangrycollectives,0,true
urban 551,urban 5848,Undirected,289,,,1,(urban 551),none,(urban 5848),9.9,0,default,urbanangrycollectives,0,true
urban 1782,urban 4239,Undirected,290,,,1,(urban 1782),none,(urban 4239),9.9,0,default,urbanangrycollectives,0,true
urban 516,urban 5754,Undirected,291,,,1,(urban 516),none,(urban 5754),9.9,0,default,urbanangrycollectives,0,true
urban 362,urban 2919,Undirected,292,,,1,(urban 362),none,(urban 2919),9.9,0,default,urbanangrycollectives,0,true
urban 2796,urban 5632,Undirected,293,,,1,(urban 2796),none,(urban 5632),9.9,0,default,urbanangrycollectives,0,true
urban 3799,urban 4504,Undirected,294,,,1,(urban 3799),none,(urban 4504),9.9,0,default,urbanangrycollectives,0,true
urban 3767,urban 6208,Undirected,295,,,1,(urban 3767),none,(urban 6208),9.9,0,default,urbanangrycollectives,0,true
urban 1003,urban 4208,Undirected,296,,,1,(urban 1003),none,(urban 4208),9.9,0,default,urbanangrycollectives,0,true
urban 2404,urban 4359,Undirected,297,,,1,(urban 2404),none,(urban 4359),9.9,0,default,urbanangrycollectives,0,true
urban 462,urban 2285,Undirected,298,,,1,(urban 462),none,(urban 2285),9.9,0,default,urbanangrycollectives,0,true
urban 5714,urban 6166,Undirected,299,,,1,(urban 5714),none,(urban 6166),9.9,0,default,urbanangrycollectives,0,true
urban 3869,urban 5441,Undirected,300,,,1,(urban 3869),none,(urban 5441),9.9,0,default,urbanangrycollectives,0,true
urban 4086,urban 5521,Undirected,301,,,1,(urban 4086),none,(urban 5521),9.9,0,default,urbanangrycollectives,0,true
urban 5579,urban 5786,Undirected,302,,,1,(urban 5579),none,(urban 5786),9.9,0,default,urbanangrycollectives,0,true
urban 362,urban 5064,Undirected,303,,,1,(urban 362),none,(urban 5064),9.9,0,default,urbanangrycollectives,0,true
urban 1662,urban 3545,Undirected,304,,,1,(urban 1662),none,(urban 3545),9.9,0,default,urbanangrycollectives,0,true
urban 2376,urban 5150,Undirected,305,,,1,(urban 2376),none,(urban 5150),9.9,0,default,urbanangrycollectives,0,true
urban 2503,urban 3304,Undirected,306,,,1,(urban 2503),none,(urban 3304),9.9,0,default,urbanangrycollectives,0,true
urban 3403,urban 3544,Undirected,307,,,1,(urban 3403),none,(urban 3544),9.9,0,default,urbanangrycollectives,0,true
urban 1331,urban 2715,Undirected,308,,,1,(urban 1331),none,(urban 2715),9.9,0,default,urbanangrycollectives,0,true
urban 2651,urban 4120,Undirected,309,,,1,(urban 2651),none,(urban 4120),9.9,0,default,urbanangrycollectives,0,true
urban 551,urban 610,Undirected,310,,,1,(urban 551),none,(urban 610),9.9,0,default,urbanangrycollectives,0,true
urban 3403,urban 4735,Undirected,311,,,1,(urban 3403),none,(urban 4735),9.9,0,default,urbanangrycollectives,0,true
urban 1397,urban 2503,Undirected,312,,,1,(urban 1397),none,(urban 2503),9.9,0,default,urbanangrycollectives,0,true
urban 4932,urban 4967,Undirected,313,,,1,(urban 4932),none,(urban 4967),9.9,0,default,urbanangrycollectives,0,true
urban 2599,urban 2899,Undirected,314,,,1,(urban 2599),none,(urban 2899),9.9,0,default,urbanangrycollectives,0,true
urban 450,urban 4662,Undirected,315,,,1,(urban 450),none,(urban 4662),9.9,0,default,urbanangrycollectives,0,true
urban 1507,urban 2211,Undirected,316,,,1,(urban 1507),none,(urban 2211),9.9,0,default,urbanangrycollectives,0,true
urban 1867,urban 3982,Undirected,317,,,1,(urban 1867),none,(urban 3982),9.9,0,default,urbanangrycollectives,0,true
urban 831,urban 5459,Undirected,318,,,1,(urban 831),none,(urban 5459),9.9,0,default,urbanangrycollectives,0,true
urban 1206,urban 1308,Undirected,319,,,1,(urban 1206),none,(urban 1308),9.9,0,default,urbanangrycollectives,0,true
urban 1095,urban 5701,Undirected,320,,,1,(urban 1095),none,(urban 5701),9.9,0,default,urbanangrycollectives,0,true
urban 413,urban 3972,Undirected,321,,,1,(urban 413),none,(urban 3972),9.9,0,default,urbanangrycollectives,0,true
urban 1222,urban 4037,Undirected,322,,,1,(urban 1222),none,(urban 4037),9.9,0,default,urbanangrycollectives,0,true
urban 807,urban 5880,Undirected,323,,,1,(urban 807),none,(urban 5880),9.9,0,default,urbanangrycollectives,0,true
urban 242,urban 3017,Undirected,324,,,1,(urban 242),none,(urban 3017),9.9,0,default,urbanangrycollectives,0,true
urban 5441,urban 5811,Undirected,325,,,1,(urban 5441),none,(urban 5811),9.9,0,default,urbanangrycollectives,0,true
urban 230,urban 3104,Undirected,326,,,1,(urban 230),none,(urban 3104),9.9,0,default,urbanangrycollectives,0,true
urban 2514,urban 4955,Undirected,327,,,1,(urban 2514),none,(urban 4955),9.9,0,default,urbanangrycollectives,0,true
urban 4551,urban 5689,Undirected,328,,,1,(urban 4551),none,(urban 5689),9.9,0,default,urbanangrycollectives,0,true
urban 4444,urban 5774,Undirected,329,,,1,(urban 4444),none,(urban 5774),9.9,0,default,urbanangrycollectives,0,true
urban 546,urban 4854,Undirected,330,,,1,(urban 546),none,(urban 4854),9.9,0,default,urbanangrycollectives,0,true
urban 3755,urban 3828,Undirected,331,,,1,(urban 3755),none,(urban 3828),9.9,0,default,urbanangrycollectives,0,true
urban 377,urban 1572,Undirected,332,,,1,(urban 377),none,(urban 1572),9.9,0,default,urbanangrycollectives,0,true
urban 2681,urban 2684,Undirected,333,,,1,(urban 2681),none,(urban 2684),9.9,0,default,urbanangrycollectives,0,true
urban 1646,urban 2019,Undirected,334,,,1,(urban 1646),none,(urban 2019),9.9,0,default,urbanangrycollectives,0,true
urban 777,urban 3865,Undirected,335,,,1,(urban 777),none,(urban 3865),9.9,0,default,urbanangrycollectives,0,true
urban 3470,urban 5490,Undirected,336,,,1,(urban 3470),none,(urban 5490),9.9,0,default,urbanangrycollectives,0,true
urban 695,urban 2858,Undirected,337,,,1,(urban 695),none,(urban 2858),9.9,0,default,urbanangrycollectives,0,true
urban 2530,urban 4318,Undirected,338,,,1,(urban 2530),none,(urban 4318),9.9,0,default,urbanangrycollectives,0,true
urban 2407,urban 6275,Undirected,339,,,1,(urban 2407),none,(urban 6275),9.9,0,default,urbanangrycollectives,0,true
urban 1366,urban 2393,Undirected,340,,,1,(urban 1366),none,(urban 2393),9.9,0,default,urbanangrycollectives,0,true
urban 1577,urban 6113,Undirected,341,,,1,(urban 1577),none,(urban 6113),9.9,0,default,urbanangrycollectives,0,true
urban 5299,urban 5552,Undirected,342,,,1,(urban 5299),none,(urban 5552),9.9,0,default,urbanangrycollectives,0,true
urban 1374,urban 5903,Undirected,343,,,1,(urban 1374),none,(urban 5903),9.9,0,default,urbanangrycollectives,0,true
urban 1128,urban 4830,Undirected,344,,,1,(urban 1128),none,(urban 4830),9.9,0,default,urbanangrycollectives,0,true
urban 1854,urban 5199,Undirected,345,,,1,(urban 1854),none,(urban 5199),9.9,0,default,urbanangrycollectives,0,true
urban 993,urban 2195,Undirected,346,,,1,(urban 993),none,(urban 2195),9.9,0,default,urbanangrycollectives,0,true
urban 529,urban 1693,Undirected,347,,,1,(urban 529),none,(urban 1693),9.9,0,default,urbanangrycollectives,0,true
urban 289,urban 5819,Undirected,348,,,1,(urban 289),none,(urban 5819),9.9,0,default,urbanangrycollectives,0,true
urban 3057,urban 5980,Undirected,349,,,1,(urban 3057),none,(urban 5980),9.9,0,default,urbanangrycollectives,0,true
urban 1226,urban 2377,Undirected,350,,,1,(urban 1226),none,(urban 2377),9.9,0,default,urbanangrycollectives,0,true
urban 3137,urban 4538,Undirected,351,,,1,(urban 3137),none,(urban 4538),9.9,0,default,urbanangrycollectives,0,true
urban 2919,urban 2997,Undirected,352,,,1,(urban 2919),none,(urban 2997),9.9,0,default,urbanangrycollectives,0,true
urban 2424,urban 6223,Undirected,353,,,1,(urban 2424),none,(urban 6223),9.9,0,default,urbanangrycollectives,0,true
urban 4689,urban 5020,Undirected,354,,,1,(urban 4689),none,(urban 5020),9.9,0,default,urbanangrycollectives,0,true
urban 2493,urban 4433,Undirected,355,,,1,(urban 2493),none,(urban 4433),9.9,0,default,urbanangrycollectives,0,true
urban 4673,urban 6046,Undirected,356,,,1,(urban 4673),none,(urban 6046),9.9,0,default,urbanangrycollectives,0,true
urban 1769,urban 3838,Undirected,357,,,1,(urban 1769),none,(urban 3838),9.9,0,default,urbanangrycollectives,0,true
urban 186,urban 5422,Undirected,358,,,1,(urban 186),none,(urban 5422),9.9,0,default,urbanangrycollectives,0,true
urban 2242,urban 3799,Undirected,359,,,1,(urban 2242),none,(urban 3799),9.9,0,default,urbanangrycollectives,0,true
urban 1312,urban 2948,Undirected,360,,,1,(urban 1312),none,(urban 2948),9.9,0,default,urbanangrycollectives,0,true
urban 809,urban 2173,Undirected,361,,,1,(urban 809),none,(urban 2173),9.9,0,default,urbanangrycollectives,0,true
urban 3275,urban 3475,Undirected,362,,,1,(urban 3275),none,(urban 3475),9.9,0,default,urbanangrycollectives,0,true
urban 2301,urban 3628,Undirected,363,,,1,(urban 2301),none,(urban 3628),9.9,0,default,urbanangrycollectives,0,true
urban 2330,urban 2650,Undirected,364,,,1,(urban 2330),none,(urban 2650),9.9,0,default,urbanangrycollectives,0,true
urban 4206,urban 5106,Undirected,365,,,1,(urban 4206),none,(urban 5106),9.9,0,default,urbanangrycollectives,0,true
urban 4697,urban 5473,Undirected,366,,,1,(urban 4697),none,(urban 5473),9.9,0,default,urbanangrycollectives,0,true
urban 3922,urban 5369,Undirected,367,,,1,(urban 3922),none,(urban 5369),9.9,0,default,urbanangrycollectives,0,true
urban 403,urban 5326,Undirected,368,,,1,(urban 403),none,(urban 5326),9.9,0,default,urbanangrycollectives,0,true
urban 5349,urban 5886,Undirected,369,,,1,(urban 5349),none,(urban 5886),9.9,0,default,urbanangrycollectives,0,true
urban 529,urban 5040,Undirected,370,,,1,(urban 529),none,(urban 5040),9.9,0,default,urbanangrycollectives,0,true
urban 2159,urban 5307,Undirected,371,,,1,(urban 2159),none,(urban 5307),9.9,0,default,urbanangrycollectives,0,true
urban 822,urban 4318,Undirected,372,,,1,(urban 822),none,(urban 4318),9.9,0,default,urbanangrycollectives,0,true
urban 709,urban 3181,Undirected,373,,,1,(urban 709),none,(urban 3181),9.9,0,default,urbanangrycollectives,0,true
urban 456,urban 2017,Undirected,374,,,1,(urban 456),none,(urban 2017),9.9,0,default,urbanangrycollectives,0,true
urban 5644,urban 5646,Undirected,375,,,1,(urban 5644),none,(urban 5646),9.9,0,default,urbanangrycollectives,0,true
urban 3262,urban 4691,Undirected,376,,,1,(urban 3262),none,(urban 4691),9.9,0,default,urbanangrycollectives,0,true
urban 319,urban 3816,Undirected,377,,,1,(urban 319),none,(urban 3816),9.9,0,default,urbanangrycollectives,0,true
urban 430,urban 5521,Undirected,378,,,1,(urban 430),none,(urban 5521),9.9,0,default,urbanangrycollectives,0,true
urban 5946,urban 6183,Undirected,379,,,1,(urban 5946),none,(urban 6183),9.9,0,default,urbanangrycollectives,0,true
urban 3530,urban 4985,Undirected,380,,,1,(urban 3530),none,(urban 4985),9.9,0,default,urbanangrycollectives,0,true
urban 1230,urban 5735,Undirected,381,,,1,(urban 1230),none,(urban 5735),9.9,0,default,urbanangrycollectives,0,true
urban 1171,urban 5939,Undirected,382,,,1,(urban 1171),none,(urban 5939),9.9,0,default,urbanangrycollectives,0,true
urban 819,urban 946,Undirected,383,,,1,(urban 819),none,(urban 946),9.9,0,default,urbanangrycollectives,0,true
urban 866,urban 5568,Undirected,384,,,1,(urban 866),none,(urban 5568),9.9,0,default,urbanangrycollectives,0,true
urban 2380,urban 5598,Undirected,385,,,1,(urban 2380),none,(urban 5598),9.9,0,default,urbanangrycollectives,0,true
urban 759,urban 4205,Undirected,386,,,1,(urban 759),none,(urban 4205),9.9,0,default,urbanangrycollectives,0,true
urban 3115,urban 3792,Undirected,387,,,1,(urban 3115),none,(urban 3792),9.9,0,default,urbanangrycollectives,0,true
urban 1824,urban 2735,Undirected,388,,,1,(urban 1824),none,(urban 2735),9.9,0,default,urbanangrycollectives,0,true
urban 1171,urban 3754,Undirected,389,,,1,(urban 1171),none,(urban 3754),9.9,0,default,urbanangrycollectives,0,true
